"uniqueID","siteID","SiteNo"
1732239,9726540,27
1732239,1251838,3
1732239,4178182,5
6756416,7754291,6
2492317,5043094,15
3105784,9780336,24
3576983,1754536,15
3576983,4704491,5
3576983,7210875,25
6787599,7335277,18
6787599,4770399,16
6787599,4327167,29
6787599,9610269,12
6787599,2853023,23
6787599,3897428,15
6787599,6475329,27
6787599,6966036,20
6787599,5834761,30
6787599,9217565,28
6787599,8501523,21
8571169,7378692,16
8571169,2094363,8
8571169,7603884,10
8021888,8031459,29
2255804,9067127,11
2318713,3713805,1
2318713,9636158,27
6947782,4712294,26
5159611,8859728,9
5159611,3621743,13
6049714,9161419,4
3714078,9278772,5
3714078,4368669,6
3714078,3223914,8
3714078,5965425,17
3714078,6864481,19
3714078,9919523,30
3714078,1159421,25
3714078,7444651,12
7167675,9294034,30
7438258,5152405,3
4558783,2855610,10
8448856,9498461,21
3378427,4536932,23
7743907,9816113,16
5572384,5486630,20
5548012,7198677,29
3453633,1804538,30
6245884,5040491,23
6245884,3384194,3
6245884,7725489,6
3489556,7554158,3
3489556,7189577,2
5862097,4530091,13
7351989,8920073,20
7351989,7142101,9
7351989,5477390,15
7351989,2750227,2
7351989,7607051,19
7351989,8217491,8
7351989,9756143,4
7351989,7402211,17
7351989,8730137,14
7351989,3203248,28
7351989,6771002,3
3920424,3231446,19
1335617,8881973,15
1335617,1919912,5
1335617,4969267,1
1357282,8159767,19
1357282,4071202,13
1380216,3600074,17
1380216,7130354,15
3703460,9579805,20
3703460,3508298,12
3703460,2553981,5
3703460,5281336,30
1233812,6853685,27
4566647,3926921,20
4566647,4269578,18
8815299,8874701,14
8815299,6217347,10
1128066,7834318,29
1128066,8269632,10
1128066,4285670,20
8571651,7535988,1
8571651,5749658,9
8571651,9018184,28
8571651,6197482,17
8571651,7393149,23
8571651,1587241,7
8571651,9937423,30
8571651,7382269,2
8571651,7600100,19
8571651,9605773,22
8571651,2178538,3
3003043,6378290,25
3126029,2050978,12
8051373,9906988,22
8051373,1215838,17
8051373,6365512,19
8051373,5962800,24
8051373,2442007,3
8051373,5560723,20
8075819,4428941,29
6685244,1072849,20
3157859,3076809,26
3157859,5745668,27
3157859,7245247,14
3157859,8041037,17
3157859,6124023,11
4311897,1649788,8
3349217,5886630,25
3349217,8389862,9
3349217,7814578,22
5039029,3176918,1
5039029,6006384,21
5039029,4199471,28
4724325,9933184,6
4724325,7222408,14
4724325,2578319,18
4724325,6090071,27
4724325,9281382,20
4724325,4214657,5
4724325,6513034,15
4724325,6922607,11
4724325,2735854,29
4724325,4592967,25
4724325,1474145,19
4724325,2361949,9
4724325,1133777,24
2833826,5684325,25
2833826,9123439,29
2833826,2950442,27
3081340,6269842,14
6688219,5723348,21
4811863,9220685,2
8669215,1427535,22
8754581,3738792,24
9621618,7999255,26
9621618,8724763,22
9621618,2871954,8
9621618,2368171,27
9621618,1756069,5
9621618,3128745,1
9621618,9952467,18
9621618,7226901,19
9621618,9245531,30
9621618,8233180,14
9621618,9030200,9
9621618,6267512,13
9621618,5659668,6
4979949,2884623,12
8037283,5538206,29
4681401,5144970,13
5925251,5564009,24
1917441,7800864,23
1917441,5036237,18
1917441,3286524,1
2412674,1895554,6
2412674,3025778,26
2412674,5474105,16
2412674,8514899,30
2412674,2685057,29
2412674,4485089,23
1658379,6980640,16
1658379,5276941,19
1658379,2176033,13
1658379,8614102,9
1658379,7028534,23
1658379,5250881,27
1658379,9146425,17
2162490,7940846,3
2162490,3909429,10
3286514,8335259,24
9548231,1785253,26
9548231,4435002,22
9548231,1864600,19
9191243,3583471,20
4862590,4698796,20
4862590,3288927,14
4862590,2316074,19
9943743,7062956,21
9943743,4386332,1
5135769,2648230,5
2776226,4588357,18
2776226,3374325,28
3040965,6931816,20
3040965,4568613,8
3159199,5506217,21
1707564,9713104,6
2900076,2016819,7
2900076,1390427,14
2900076,9705321,9
2900076,1337816,22
2900076,7197256,6
9111944,2935821,28
9111944,1279218,11
9111944,3216990,21
9111944,2858759,3
9111944,9024842,29
9111944,8144565,9
6919447,3183971,23
6919447,8425655,28
6919447,8460496,7
6919447,7652638,13
5099311,8562245,9
5099311,8277233,2
5099311,3564489,5
5099311,2966103,4
5099311,7542392,3
9869199,4865497,8
9869199,8987040,17
9869199,7691945,23
1572769,1305483,17
1572769,9521548,24
1572769,9754197,6
1572769,5358585,9
1572769,7009363,14
1572769,4974097,26
1572769,8860553,8
5056453,7636195,30
5770662,4876056,26
3333828,5850940,8
8737499,5758573,6
8737499,8355528,22
8737499,3750627,29
8737499,7578279,27
8737499,8428393,4
8737499,2290924,26
8737499,1084416,11
8737499,9842951,17
8737499,2507109,10
8737499,7409996,14
8737499,1368367,5
8737499,7350943,15
8737499,6253707,3
9826041,1221306,19
9757311,7608358,11
2703454,2784055,15
6723645,6276497,26
6723645,6977332,10
9745256,7409732,29
9671603,6969410,5
6788435,8097708,21
5804330,1560674,10
5804330,7825278,26
5804330,9289810,25
5804330,7796382,16
5804330,5444651,6
5804330,8061647,23
5804330,1272138,24
5804330,8963367,29
9922029,7577791,1
1470279,6269764,21
5011828,6508130,30
5011828,5059755,8
5011828,4593755,16
5011828,5638549,9
1350488,7310075,12
4205916,3383987,11
4205916,9584762,6
4205916,6488012,17
4205916,4540277,7
8053736,7883767,1
7525949,6547507,9
6488205,2991844,20
8418791,2070517,1
4400078,6189722,10
8466085,7133878,1
8466085,8434525,17
7796393,2821207,23
3648553,2388073,30
1664877,7320608,23
1664877,8799457,11
1664877,6893574,10
6460821,1364558,30
6460821,9605267,12
6460821,4805162,19
8553783,3150834,6
9433997,6697698,7
9433997,7695979,29
9433997,2178490,28
9433997,3824199,23
9433997,6303524,3
9433997,5416057,4
9433997,9568274,15
9433997,4053363,5
9433997,3290983,13
9433997,5512358,2
9433997,7771260,11
9433997,6834233,22
9433997,3266554,30
6090082,3841915,22
5635737,2994966,1
9368231,8888222,11
9368231,5971459,1
9368231,8029315,9
2416345,8886011,26
2416345,3815844,18
2416345,1708720,5
9920572,8797454,19
2321829,7301333,30
8028263,5589622,16
7351118,4462954,13
7351118,8844944,3
7351118,7042612,20
3633452,4008622,28
4713584,7109039,3
5082121,9875988,3
5082121,1449491,26
5082121,8933828,8
5082121,4481832,2
5082121,6178057,11
5082121,6434985,14
5082121,8798517,7
5082121,1963523,19
5082121,9488580,16
5082121,1290792,22
2546238,6880363,2
9323545,5768316,1
9323545,9703340,11
9323545,8161867,9
9323545,3716443,28
9323545,2159126,12
9323545,1104222,15
5468471,7732442,2
5468471,8861564,4
1518437,9185009,9
6956145,5022830,14
6956145,2687732,4
6956145,7305943,21
1539027,1539162,21
1539027,8288598,20
1539027,6752649,16
7453072,6652025,21
3142638,7172608,9
3142638,8468336,22
1893200,5858100,2
9874054,8549239,4
1640655,4976663,9
1640655,2074933,10
1640655,1050947,14
1640655,9881951,6
1640655,9945841,25
3818343,8723289,20
3818343,7052652,7
3818343,7167090,27
3818343,4908395,8
3818343,6845938,5
2018413,9555407,11
2018413,1373224,19
7742391,6556748,13
2995189,5428437,24
2995189,3843482,15
2995189,2770220,22
5351153,4977276,7
3919847,1721400,12
5436202,5761030,20
7050423,8736525,9
7050423,1814475,17
7050423,8318600,7
7050423,6965749,14
7050423,1568967,22
6203347,3186399,2
6203347,5932206,10
6203347,8228162,13
6762594,6149385,26
2107976,5369738,25
3370981,7000845,20
6259034,4575413,7
6259034,4789177,25
6259034,2145148,1
6299313,8062255,20
6933137,1728576,29
6933137,2545775,9
5589018,8426677,29
6671850,6194617,5
8395914,1124788,7
8395914,7219320,15
4818086,1870086,10
2422447,5147664,20
2422447,3909449,6
8600434,9918068,14
8600434,4753032,16
6852734,8115407,19
6852734,1202344,12
6852734,3096021,7
6852734,8625455,14
6852734,6228850,11
6852734,6741085,16
6852734,1815230,9
6852734,2564911,10
6852734,2120262,27
6852734,2858438,6
1260846,3037706,18
9813178,5269947,13
9813178,3596847,12
8521973,5411936,30
8521973,1469209,12
8521973,8308732,16
4318785,8272697,10
4318785,5354436,14
4318785,5663300,19
4318785,1420885,11
4318785,3027249,5
4318785,8721235,28
7673066,6572259,13
7324020,5003549,10
8711318,8830289,25
8711318,8367643,3
1725293,2260032,17
1725293,7859626,23
4263769,1153058,17
7549361,9115416,7
7454365,9183409,22
8740376,2863001,17
8740376,5736325,7
8740376,7163564,23
7525785,9036386,21
7525785,5872615,13
7525785,1830204,4
7627679,9291271,22
9776723,2218884,14
7760796,6507528,17
4036628,7420469,25
8098067,6220427,18
8098067,2539132,19
4640664,7898302,9
4640664,2300679,20
4640664,6257714,15
4640664,3279892,4
4640664,9860937,13
4640664,9475726,12
5970819,4098572,29
5970819,6783305,5
9087219,2295825,11
9087219,8806992,28
9087219,7822387,1
6878348,5918237,13
6878348,4812544,16
6878348,8804406,22
6878348,8578119,18
6532271,3190840,28
6532271,8778041,19
3941779,1835919,11
3941779,9404674,23
6047687,5428998,24
6047687,8831157,15
5228372,2928021,16
5228372,1320737,8
5228372,8847720,1
4340492,1366309,14
5259115,3427772,23
7818769,8163096,3
8755140,5981698,16
8755140,9024648,26
9659033,7116174,12
3274846,7089784,13
3274846,5209360,6
4832816,6118442,6
4832816,6463539,12
4832816,5159741,29
4832816,1686190,19
4832816,1057156,8
7245284,4144955,14
9237610,5225757,2
7787689,3685684,11
7787689,6581025,5
7787689,6315420,7
7787689,8164239,13
7787689,6952239,21
7787689,1446494,18
7787689,4324235,14
7787689,6150734,22
7787689,9026634,4
7787689,3274522,9
7787689,4843174,19
7787689,5062058,6
3630190,6776615,7
3630190,6651663,30
3630190,4137104,18
3232295,5477770,30
9402675,9750644,24
9402675,9247713,23
9402675,9680056,28
2184079,3630443,5
2184079,8494539,22
5247354,7493060,23
5247354,4791927,16
4997492,3069474,1
4997492,1997085,30
4763669,9246414,27
3326330,5472493,4
1942062,1308896,11
1942062,4616825,24
8663688,3892135,29
8995255,7505889,23
8995255,2754293,13
8995255,4087520,1
2463846,9327674,29
2463846,7421638,16
2463846,9928192,11
2463846,7748245,24
2463846,4997526,8
2463846,1977989,17
2463846,7623978,19
2463846,5229704,13
9930891,9383673,22
9930891,8894714,17
4419623,8743666,24
1539013,1350080,27
1657522,4703813,16
5164277,8051387,3
6393605,8873607,4
6393605,5747303,22
6393605,9269203,23
6393605,8265324,8
6393605,7226091,28
6393605,2188628,16
6393605,3453197,10
6393605,2308069,17
6393605,3737575,19
6393605,5365105,25
7868148,7640083,16
9967050,8762981,4
9648416,8678385,20
9648416,8829046,11
5045172,9900218,7
5045172,7928704,27
1161797,9454136,11
1161797,6065683,20
1161797,1458372,15
1619015,8627887,18
1525905,3851375,13
5812531,1334708,22
5077158,2815707,9
6449449,9275918,6
8899114,7380926,20
3007943,4853296,26
1067376,6861439,4
1067376,1677406,23
1067376,9930096,22
3959995,3282556,17
3959995,5310704,4
3959995,8385598,16
3959995,7928010,25
3959995,7317000,9
3959995,8457906,5
3959995,7980189,3
3959995,9993789,13
3959995,1958946,14
3959995,3660978,22
3959995,7652929,28
3959995,8101373,10
1091464,2853198,21
7766307,3307911,9
7766307,4024862,8
7766307,4656253,25
7766307,1007125,4
7766307,4374972,26
5893864,5802373,3
5893864,1295557,5
5893864,2199984,30
5893864,3368617,7
5893864,3232159,21
5893864,8386732,24
5893864,8048062,1
5893864,7314339,27
7456919,5084022,14
7456919,8825140,15
6481856,8204559,13
7482461,2794544,2
7482461,9171158,26
7482461,2725299,10
7482461,1979454,30
9505462,8434747,24
9505462,6805724,10
9505462,2716076,20
9505462,5289065,2
9505462,9491817,13
9505462,4138284,26
9505462,2730718,14
9505462,4725799,29
1136447,9830430,13
1136447,2029626,19
1136447,5363504,12
1136447,4454347,24
3407393,3640249,13
1080953,5057767,11
1080953,4489403,22
7394424,6345590,12
7394424,1136260,21
7394424,6128517,15
7394424,3617884,19
7394424,5785404,17
7394424,3615091,1
7394424,1631291,6
7394424,9047942,24
7394424,5527856,9
7394424,1603220,8
7394424,7499093,4
7394424,1794218,11
1002750,2910811,14
1002750,1691989,5
1002750,9105343,26
6465153,8184940,12
6465153,6357202,10
6465153,3786387,4
1736397,9875401,1
4846170,4508190,25
3796069,3134594,27
3796069,5750357,13
9458418,2355663,27
2740150,6782109,28
1864053,4508090,21
6889185,4714373,10
6889185,3462261,30
5067055,8683784,1
5067055,8288725,11
5067055,9038579,30
5067055,8000706,28
5067055,5504004,8
5520495,6345845,4
5520495,6101710,15
5520495,1981733,10
5520495,8512266,5
5520495,4487757,30
5520495,6516283,25
7002464,6402987,11
3029652,4024076,18
5372878,4709464,22
6993011,8825510,17
6993011,3622058,22
1367132,9718956,4
1367132,5016042,13
1367132,7958374,18
8626706,4677259,30
1742139,4237510,8
1742139,9905548,4
1742139,2674551,25
1742139,6899377,15
1742139,8624988,20
1742139,7354700,23
1646439,2801911,21
1646439,4037051,27
3261069,7503799,20
3261069,9801583,25
3261069,7153610,28
3261069,8385114,1
3261069,3862437,29
3261069,3175956,2
3261069,7945413,22
3261069,9778653,11
8644350,1299315,23
8644350,1685264,11
8644350,5514901,12
8644350,9537014,9
5504943,6230143,21
6923030,3989076,11
6923030,4555830,21
7688974,5900673,26
8746209,1815857,12
8746209,6864710,8
2381219,8385531,22
2894149,6944414,22
3935502,2255844,24
2381663,9819606,4
3907537,4281219,8
7509680,2527575,10
7509680,2099006,25
6642058,1401463,1
6642058,1300965,10
6642058,7975225,19
6642058,8060423,29
3977342,9907179,16
2242392,1368567,8
2242392,1537737,19
2949900,8146467,12
9637374,2638605,21
9637374,5784991,11
9637374,5896505,3
9637374,8871036,30
9637374,8306782,13
4744688,2895709,23
8827607,9004443,8
8114312,3861391,30
5347483,3814325,12
7990921,4264261,3
5367582,5825961,10
8034099,9028714,28
9200472,5322396,29
9200472,4720196,16
9200472,9252832,15
9200472,8787608,7
9200472,8583751,26
9200472,8851747,9
9200472,1871750,23
9200472,6682124,17
9200472,3672636,10
9200472,5636172,27
1650141,6122067,16
1650141,4737124,26
1650141,9841058,5
9335375,7185180,15
6858723,8213780,26
6858723,4381923,25
6858723,8576302,22
6858723,6045194,19
6858723,9465102,14
6858723,1370599,23
6858723,5447817,21
6858723,9025058,3
6858723,3349131,16
6858723,3091970,1
1415799,5589742,16
9936153,3756664,17
9936153,3553153,7
9936153,7794341,27
3922756,7615397,13
7120206,8845868,27
5941719,8839943,13
5231702,1899736,15
5231702,4470069,28
5231702,2193799,12
2454165,3499904,20
1451833,7887700,19
3210948,4833281,23
3210948,6032724,14
3210948,6676273,20
3210948,6608872,2
3210948,2178939,26
3210948,3832704,16
4354004,2473504,1
4354004,2930137,21
2557472,1569411,16
9945764,3219599,7
9945764,4333285,9
9945764,3539835,4
9945764,7333069,10
2406875,4001139,1
2406875,2442760,19
2406875,3363520,28
2406875,7506836,17
8438676,3541257,19
8930469,1501131,13
3468499,9492261,19
5077841,3244197,1
9727093,3638144,27
3280706,7063452,11
3280706,8515121,15
3280706,5829986,18
8660124,9169588,28
8660124,2929199,7
8660124,2785198,6
2811395,2143340,14
2811395,4525738,28
2811395,9116216,5
2811395,9173856,7
2811395,4594158,2
2811395,4676452,22
2811395,1279616,25
2811395,4591992,19
2811395,3420453,29
3980119,8018415,16
3980119,8597502,24
3980119,3403407,12
8795984,6358447,23
8795984,6404779,3
8795984,1175762,12
8795984,1444989,1
8795984,9768866,8
8795984,1438970,5
8795984,3979139,6
8550746,7488104,15
5674738,6350303,1
5674738,8087322,7
5674738,5920220,25
5674738,8195429,28
5674738,6103364,22
5674738,5955114,8
5674738,1790517,23
3761376,5880494,4
7938173,2696124,17
5955711,9410054,20
6322233,4590782,22
6379352,2841518,24
3866658,5998924,8
9436598,5347455,19
9436598,5896291,25
9436598,9729753,5
9436598,3752723,18
9436598,1735234,4
9436598,1373256,16
9436598,6799152,7
9436598,5794792,17
9436598,2192467,23
7061004,4799518,23
7061004,1136621,28
7061004,9181608,14
9009973,7722063,25
7438944,6633390,15
7438944,1425786,23
7438944,6064904,11
7438944,5785782,7
7438944,9972921,10
7438944,3891498,8
7438944,9480955,13
7438944,9537517,1
3524758,7279027,10
3230410,6501101,6
3230410,8682663,17
2911758,4748463,30
8672376,5029876,14
8672376,2204410,12
8672376,6815825,7
8672376,7558115,1
8672376,9972762,28
8672376,4381033,19
8672376,2221807,25
1577953,9541544,13
7655899,5249831,7
7655899,5522348,15
4295136,6043431,7
7414907,8247963,4
2007647,2411218,13
2007647,6111943,1
2007647,3816557,21
2007647,7865403,25
2007647,1621452,16
2007647,9888599,22
2007647,9163315,10
5561448,4024491,24
4654987,5939520,26
4654987,5647192,1
4654987,7417088,5
4654987,9539397,6
7607918,9027844,28
7331321,6669496,23
7331321,3146501,1
7331321,4264406,6
7331321,3110385,20
2127457,7894097,16
2800434,7452136,20
7250600,2660049,4
7670971,7121115,15
1921992,6216593,18
1921992,5459671,21
1921992,2003803,3
1921992,3261282,26
1921992,8428845,30
1921992,8331226,11
1921992,2790638,15
1921992,1988649,17
1921992,5724035,8
1921992,4105680,16
4590881,2795510,26
8042669,1938711,13
3550816,1244907,8
7327367,2701769,19
7327367,5275327,3
7327367,7528703,20
3862191,3503691,3
3973621,2262692,8
9302345,5469066,14
6926660,1118369,5
6926660,1502069,23
7978960,6660829,18
5347653,6409580,20
2692443,5628190,6
2692443,6989051,8
2692443,8784920,7
2692443,6105448,4
2692443,7769945,12
5724520,8615003,20
5724520,5199001,15
3753016,2408298,11
6776935,4281588,28
6776935,7802498,2
2057873,1015535,27
6838530,1243671,24
6838530,8063389,19
6838530,1277098,3
6838530,9438372,21
6838530,7738438,9
6838530,9198992,25
6838530,9490773,15
6838530,8157968,17
9538445,9106315,20
7056210,2960216,12
7056210,6878822,21
7056210,2604157,30
7056210,6870022,6
7056210,2448523,23
7056210,3786943,2
7056210,9021650,28
3776678,6151808,3
3776678,2943355,10
3776678,6076668,8
3776678,8339840,6
3776678,6478303,28
3776678,4592626,16
3776678,4853402,1
5021132,8760959,5
3815774,4726813,15
3815774,1711051,20
3815774,2857972,9
3815774,7925391,27
3815774,9944093,7
3815774,2961761,13
3815774,8452503,17
1995994,8352018,27
1995994,8144937,5
1995994,1847492,17
1995994,2183814,19
1995994,5076370,4
1995994,5874908,15
1848657,9745667,9
1848657,5265899,12
1848657,5835311,24
1848657,7650011,18
1848657,6446656,5
1848657,6407707,21
1848657,1026726,13
1848657,8202718,20
1848657,4584435,25
1848657,8213158,28
1848657,7776141,15
1848657,5191906,29
1447914,6499594,18
3197811,5073224,10
2410181,8953337,1
3909547,7252841,23
3909547,8254526,12
3909547,2371642,10
3909547,4997190,3
3909547,9645241,9
3909547,8027041,29
3909547,5553433,4
3909547,1550519,28
9699562,9540896,27
9867204,7746512,9
5342684,5153966,27
5546061,6092955,10
5546061,1463186,25
5546061,3438385,17
5546061,6689506,27
5546061,9340689,3
5546061,8226706,6
5546061,6101707,11
5546061,8160386,15
5546061,2253695,16
5546061,5690239,4
5546061,4915597,19
5546061,2801201,9
5546061,2261246,28
2096957,9007187,9
7569974,7631667,6
2584587,9864496,25
2584587,8842135,30
2584587,2579144,16
4833624,5261771,3
5530174,2211001,3
5530174,2271008,23
5530174,2750064,7
5530174,3102220,6
5530174,3562681,25
5530174,6681073,28
5530174,5317693,24
8200822,8384965,4
6079155,1599054,11
6578657,6481521,23
6578657,7303334,27
6578657,9477451,29
7148278,3725689,5
8695653,9037472,25
8695653,4930541,4
3284007,6666592,19
6499198,6679544,30
6499198,1669509,10
6499198,5623664,8
6499198,9309975,23
6499198,3758124,16
6499198,1536976,7
6499198,3972077,28
6991033,1450892,23
9861976,2175715,7
9861976,2909274,18
9861976,1695844,4
9861976,1822368,6
9861976,5445950,13
9861976,2423598,21
9861976,7909897,26
9861976,9954229,9
9268018,5688914,8
3220657,3473138,27
1399575,2536032,19
1399575,5879930,2
1399575,5236374,29
1859559,1311572,30
1859559,7923103,14
1859559,4571155,13
7400900,2939126,17
7400900,6333279,2
7400900,3693853,1
7400900,5954814,13
6896243,1473305,2
6896243,6672555,9
6896243,8964542,5
6896243,9635490,30
6896243,3477317,20
6896243,7007715,7
6896243,1156900,3
6896243,4362555,22
2319800,9408412,17
2319800,2855422,16
2319800,7314149,30
2319800,1264513,13
2319800,2051968,9
2319800,9433201,24
2319800,3229177,18
2319800,9285941,20
2319800,3471548,12
2319800,4932122,23
2319800,7508249,14
2319800,9524176,4
2735871,6930207,16
4401381,1910138,15
4401381,6428850,14
4401381,7709272,21
4401381,3397267,28
4401381,1909036,24
4401381,4605207,27
4401381,4325969,16
4401381,4271362,6
4401381,9620175,8
4401381,6235414,19
4401381,4813299,17
4154320,4996052,20
2527037,5923920,6
9906071,5377200,17
9906071,6608416,4
9906071,7111353,26
9906071,4258577,5
9906071,8773626,27
9906071,3065829,2
9906071,6161312,22
9906071,4926122,28
9906071,8398204,13
4038006,1303932,2
4038006,8555735,12
4038006,8781921,7
8824433,9049998,16
2333405,4073969,19
9859210,9524957,16
4711352,1485246,2
4711352,7168305,24
4711352,8761703,13
4711352,8256633,12
4711352,9481254,29
4711352,8590866,25
4711352,4415493,23
4711352,3869959,26
4711352,3443408,9
4711352,7865183,16
9912483,4723684,1
3597261,7864748,26
4048973,6213083,7
3338535,4487954,10
3338535,9912502,19
3338535,2964465,30
3338535,7074727,25
3338535,4841066,11
5319840,8479559,1
9158396,3584319,28
3611038,2732134,28
3611038,4911194,13
3611038,2388394,5
3611038,3601617,19
7758816,4207556,12
4705917,1450675,28
4705917,6806447,11
4705917,6743183,30
2391085,2577180,5
2391085,4350443,2
6947818,5915204,13
4773207,5797529,15
8324271,5120099,30
8324271,3676468,14
3533354,6720545,14
5537522,3458107,30
5537522,9181719,18
5537522,4482165,23
5596683,5286343,25
5866782,2544068,23
5866782,1363720,10
5866782,6772259,8
5866782,8433314,7
5866782,1290382,18
5866782,6258968,25
5866782,5274370,6
5866782,3510543,14
5866782,3996835,27
6177795,2663983,12
5679890,8064382,16
1360137,7323055,27
7555070,4260569,30
3057559,9975141,10
8786896,4291012,29
5319425,6851859,6
5319425,5321837,8
8313934,8307913,30
1790682,7127460,11
7148095,6810803,18
7148095,5024508,25
7148095,4134978,28
7148095,8191636,23
7148095,2138472,2
7148095,7910856,11
7148095,1365519,6
7148095,6400839,30
7148095,9684786,17
7148095,9965771,4
8417930,8696077,9
8417930,6829243,2
2310260,3491584,25
5011627,7850838,19
5011627,2992139,4
5011627,1365043,8
5011627,8126056,17
8253194,5649567,10
8253194,9561697,16
4776653,4234927,3
8966808,2687880,30
6212836,6324264,16
6212836,3718435,8
6212836,2038220,13
2746153,5455725,29
7266230,1803541,9
9199827,3045283,24
9199827,2040840,3
9199827,2021710,11
9199827,5726304,21
9199827,6686768,30
9199827,7023547,4
9199827,8085678,27
9199827,1783364,9
2008504,1887093,7
7836434,5534522,18
7836434,8039672,19
7836434,8957569,9
7836434,7778772,1
7836434,9073401,6
7836434,2299574,10
5018784,1728102,5
5018784,6813193,6
5018784,3410154,15
4900926,9484784,22
4900926,2906770,12
4900926,7497626,1
7366009,7019266,20
9054457,8873506,11
7838888,6000140,20
7838888,3878222,12
7104057,8595890,11
7396512,9095113,29
2306521,7869030,7
7583456,2591422,2
7583456,2519093,7
7583456,6625815,13
7583456,6434017,10
7583456,2655102,22
7583456,6081374,4
7583456,6077020,17
7583456,4038707,15
1317947,4125093,13
4494012,4587308,21
2004737,1307288,27
2004737,2126710,11
2004737,6337433,14
2004737,8288316,16
2004737,4023410,21
2004737,7550611,9
2004737,9433555,7
2004737,7128155,24
7076608,7051638,23
3895877,9012058,21
3895877,9670907,14
3895877,3895503,30
3895877,6240692,24
3895877,4585451,7
3895877,8225980,6
3895877,5669367,18
7922514,6196211,28
6011071,4202634,22
5100515,7674733,28
9382226,1629471,18
5234871,2095751,26
5498916,4011465,6
5498916,5279566,21
3580730,8750819,5
4052379,3425318,1
4052379,9121996,13
4052379,5588849,8
4052379,4287396,26
4052379,2950936,29
4388367,7576552,18
8513580,4484768,4
6846770,6101461,6
6846770,5849452,9
6846770,2618857,4
6846770,7267961,28
6846770,2222710,5
6846770,4374568,13
4994836,5251001,13
4994836,5478755,15
4994836,4498107,29
7504051,9289344,14
8148172,7122390,23
7578979,3007014,4
5434443,8195727,19
5434443,5358530,28
5434443,2564938,14
5434443,3667558,3
5434443,8541812,1
7579842,4431118,24
8077758,9071414,13
4871361,9321958,16
4871361,7871426,23
9079904,2695242,27
4922816,9308987,11
4086493,8324312,9
1713879,2073748,22
7992269,7084183,9
4225403,3477736,23
4225403,2574024,22
4225403,7827866,3
4225403,5750274,16
4225403,6560688,7
4225403,4099175,14
4225403,4289134,1
4225403,7717326,27
4225403,8728751,8
4225403,6866992,13
4225403,2668666,18
5142461,2107060,13
9104089,3221429,26
9104089,8720354,8
9104089,7960039,23
1977077,8965051,17
1977077,1960906,18
3496328,9785485,11
1680326,6999470,23
1680326,6523119,19
7474554,8104344,23
7474554,7684972,5
1560433,8965286,22
1560433,7931546,19
7739230,9755368,19
6512687,2870060,26
6512687,6692862,14
3362542,5349722,1
8338011,9310443,25
7316193,2997677,1
7316193,5822897,17
7316193,1534163,7
4221830,6539269,15
1436877,1662311,2
8566515,6879154,9
8566515,6184087,22
8566515,1698561,19
8566515,4938119,26
8566515,5344071,16
8566515,4243140,25
8566515,7132971,8
8566515,1135303,17
9275273,2639005,22
9275273,8971697,15
9275273,9663327,9
9275273,4580046,10
9275273,5399029,29
3506108,7790193,8
2692187,7320438,17
6486120,9754071,20
6486120,2730079,13
9822662,3243231,30
6902987,3795450,24
8187928,3758906,3
2156560,9263761,30
5113596,3315099,11
5113596,7337961,18
5113596,4084905,22
5113596,5437694,4
5113596,7090886,29
5113596,9020808,25
5113596,5949469,26
5113596,8191713,3
5113596,8774758,2
5113596,1016489,16
2551637,9113852,14
2551637,7594549,7
2551637,8651810,23
2551637,4046056,16
2551637,5563389,28
2551637,8444735,21
2551637,5007806,29
6576813,6759282,19
8203609,8745850,26
8203609,4143975,14
4323242,1893847,14
4323242,4664387,19
1670200,8288095,16
1670200,7445761,21
1670200,4398399,26
1670200,8326327,25
1670200,2460064,8
1670200,4852666,22
1670200,5730067,5
1670200,4017162,17
1670200,4929930,4
1670200,5228037,9
1769598,5636751,26
6492365,1697558,27
1562834,2427252,16
1937291,5793065,8
1937291,5837832,23
3321551,4499921,11
5569499,5785646,23
5569499,6136230,22
5569499,7807095,9
2461855,8690635,8
2461855,5539675,24
2461855,2012688,11
2461855,5708539,21
2461855,5419545,2
2461855,1167346,19
2461855,4265546,28
2461855,2338310,5
8731217,6541776,19
8731217,7122457,18
8731217,6651517,25
9214853,9762941,15
9214853,7456637,19
9214853,1202780,30
9214853,9790869,10
9214853,7495003,29
9214853,5039263,16
9214853,3479294,5
9214853,7785396,18
9214853,8445861,14
9214853,6065301,28
9214853,5607626,25
9214853,7458042,22
9214853,2197964,11
8960268,8742312,23
1251397,1682177,13
1251397,8058465,22
9982518,7159122,7
9982518,1943349,18
9982518,5228147,21
9937572,2111007,21
9937572,9031118,11
9937572,3013475,28
9937572,5101604,24
9937572,9334120,1
9937572,1311319,23
9937572,4041433,25
9937572,8278575,9
9937572,6759303,12
9937572,4566498,18
9937572,9242420,10
9937572,9457473,17
8423620,8881913,6
8423620,8753028,24
8423620,5905862,28
8423620,8432686,5
8423620,4942812,30
8423620,6376704,11
8423620,1658276,25
8423620,1022701,2
8423620,1081784,13
8423620,6037174,18
8423620,3343155,27
1503054,8300162,26
1503054,4093502,30
1503054,1310440,24
1503054,6040238,15
1503054,2981462,23
1503054,3503866,2
1503054,7063414,8
1503054,6166963,16
7633941,1237583,20
7633941,3540926,11
3927068,1948347,29
3927068,8056490,22
8018019,5808956,6
9501119,3025368,11
9501119,2195740,10
